goodsNo,goodsName,brandName,layer,collect_rank,review_count,grade_mean,text_len_mean,photo_rate,like_mean,top_proba_mean,spread_score,sticky_score,irritate_score,first_review_rate,price,saleRate,reviewScore
3496697,마다가스카르 센텔라 히알루-시카 실키핏 선 스틱 20g,스킨1004,C_potential,220,40,4.9,48.05,0.55,0.05,0.5511769996957376,3.15,3.1,3.1,0.85,17000,15,98
4248966,순한 수딩 선젤+,트루스오브뷰티,C_potential,363,49,4.8979591836734695,80.22448979591837,0.6530612244897959,0.04081632653061224,0.5392875392341921,4.387755102040816,4.020408163265306,4.224489795918367,0.8163265306122449,20400,15,98
2494640,파데프리 선크림 50mlx2개 (+미니어처15ml 증정),마녀공장,C_potential,207,45,4.977777777777778,63.82222222222222,0.5777777777777777,0.044444444444444446,0.5363571646233548,3.4,3.311111111111111,3.311111111111111,0.8,31000,45,96
4169066,알로에 리바이탈라이징 수딩젤 300mL 2개,이니스프리,C_potential,365,33,4.818181818181818,41.84848484848485,0.48484848484848486,0.0,0.5356818668410454,3.0,3.0,3.0,0.7272727272727273,15000,25,96
3360122,[2pack] 캘리포니아 알로에 보송 선스틱 SPF50+ PA++++,네이처리퍼블릭,C_potential,228,62,4.870967741935484,45.403225806451616,0.5161290322580645,0.03225806451612903,0.5355597055828193,3.096774193548387,3.064516129032258,3.129032258064516,0.9516129032258065,28900,44,98
1484666,오리진 세이프 마일드 선블록 SPF50+/PA++++ 50ml,에이트루,C_potential,588,16,4.9375,46.8125,0.625,0.0,0.5339343527102923,3.0625,3.125,3.25,0.875,11900,62,98
4237647,[2개] 올 어라운드 세이프 블록 아쿠아 선크림 50ml,미샤,C_potential,233,32,4.90625,36.84375,0.59375,0.09375,0.5332991084830206,3.09375,3.0625,3.0625,0.5625,20400,40,98
2415039,프리미엄 썬 프로텍션 크림 SPF50+ PA+++ 60ml,닥터올가,C_potential,298,49,4.8979591836734695,57.91836734693877,0.673469387755102,0.02040816326530612,0.5316701047482492,3.204081632653061,3.122448979591837,3.163265306122449,0.8163265306122449,28500,25,98
3262527,인텐시브 롱래스팅 선스크린 EX SPF 50+ PA4+ 60mL,이니스프리,C_potential,437,45,4.977777777777778,35.75555555555555,0.4888888888888889,0.022222222222222223,0.5315041224834705,3.088888888888889,3.088888888888889,3.088888888888889,0.8444444444444444,16800,30,100
3262901,인텐시브 롱래스팅 선스크린 EX SPF 50+ PA4+ 60mL 2개,이니스프리,C_potential,229,68,4.926470588235294,56.75,0.5882352941176471,0.058823529411764705,0.5312834421399405,3.235294117647059,3.1470588235294117,3.2058823529411766,0.8970588235294118,24000,50,98
3975535,인텐시브 레져 선스틱 SPF50+ PA4+ 18g 2개,이니스프리,C_potential,547,44,4.863636363636363,45.20454545454545,0.5454545454545454,0.0,0.5273410930108151,3.0,3.0,3.0,0.8636363636363636,24000,50,98
2599950,아쿠아티카 스틱 썬스크린 100 19g,셀퓨전씨,C_potential,302,92,4.75,46.07608695652174,0.5543478260869565,0.08695652173913043,0.5264723255411863,3.0760869565217392,3.0434782608695654,3.0434782608695654,0.75,15000,40,96
3939070,DMT 썬스크린 어드밴스드 30ml (PA4+) 2개+추가증정,피지오겔,C_potential,281,66,4.9393939393939394,43.10606060606061,0.5303030303030303,0.30303030303030304,0.5196661252031389,3.0454545454545454,3.0606060606060606,3.0606060606060606,0.8939393939393939,22900,38,98
3163057,바이탈 비타 12 보송 선스틱,토니모리,C_potential,300,114,4.824561403508772,52.771929824561404,0.42105263157894735,0.02631578947368421,0.5167324292565627,3.043859649122807,3.0350877192982457,3.0350877192982457,0.9473684210526315,14400,20,96
1890474,유브이 디펜스 미 카밍 선스틱 20g,메이크프렘,C_potential,654,36,4.722222222222222,58.77777777777778,0.4444444444444444,0.027777777777777776,0.5143637132118423,3.0,3.0555555555555554,3.0555555555555554,0.9444444444444444,20800,13,96
3198642,맑은 어성초 진정 쿨링 선스틱 19g,구달,C_potential,317,138,4.811594202898551,54.21739130434783,0.43478260869565216,0.08695652173913043,0.5045684237640367,3.0144927536231885,3.0144927536231885,3.0,0.9492753623188406,19800,10,96
3901599,어니언 프레쉬 플루이드 선크림 50ml,이즈앤트리,C_potential,321,123,4.91869918699187,44.048780487804876,0.5121951219512195,0.04878048780487805,0.5030808288101448,3.0569105691056913,3.016260162601626,3.016260162601626,0.7479674796747967,19200,20,98
3165162,데일리 선크림 50ml 2개,바세린,C_potential,574,74,4.783783783783784,43.472972972972975,0.4189189189189189,0.02702702702702703,0.5020822076071216,3.054054054054054,3.054054054054054,3.054054054054054,0.9594594594594594,16200,42,96
1892727,유브이 디펜스 미 카밍 선크림 기획세트 50ml+20ml,메이크프렘,C_potential,338,82,4.804878048780488,54.6219512195122,0.4634146341463415,0.036585365853658534,0.5011967415538197,3.048780487804878,3.073170731707317,3.048780487804878,0.926829268292683,20500,15,96
3094725,브라이트닝 업 모이스처 선 50mL,닥터지,C_potential,284,81,4.91358024691358,49.50617283950617,0.4691358024691358,0.07407407407407407,0.4970454166096162,3.1481481481481484,3.074074074074074,3.0987654320987654,0.9629629629629629,19850,38,98
3004075,베리 생기 선크림 50ml SPF50+ PA++++,스킨푸드,C_potential,392,75,4.8533333333333335,53.92,0.38666666666666666,0.02666666666666667,0.4960738535315921,3.1333333333333333,3.08,3.1333333333333333,0.9466666666666667,16560,31,98
1155196,알로에 수딩 선 크림 SPF50+ PA+++,코스알엑스,C_potential,230,116,4.879310344827586,41.83620689655172,0.4396551724137931,0.08620689655172414,0.4942489809148547,3.0775862068965516,3.0689655172413794,3.086206896551724,0.8793103448275862,11500,10,98
3381828,유브이 디펜스 미 워터리 캡슐 선크림 50ml,메이크프렘,C_potential,244,61,4.901639344262295,38.60655737704918,0.4262295081967213,0.04918032786885246,0.4889072067980265,3.2295081967213113,3.2295081967213113,3.2295081967213113,0.9180327868852459,19500,19,98
3271752,히알루론 수분 선크림 SPF50+ PA4+ 50mL,이니스프리,C_potential,247,84,4.928571428571429,44.083333333333336,0.5119047619047619,0.0,0.48622310827671356,3.0595238095238093,3.0714285714285716,3.0476190476190474,0.8452380952380952,19600,30,98
2664760,올 데이 에어리 선크림 SPF50+ PA++++,클레어스,C_potential,355,179,4.787709497206704,53.69832402234637,0.441340782122905,0.1005586592178771,0.4848355658819468,3.022346368715084,3.022346368715084,3.022346368715084,0.9106145251396648,17500,10,96
3198635,맑은 어성초 진정 무기자차 선크림 (24AD) 50ml,구달,C_potential,208,500,4.842,46.114,0.516,0.042,0.48310231220553324,3.194,3.116,3.14,0.822,19800,10,96
3854797,맑은 어성초 진정 수분 톤업 선크림 50ml,구달,C_potential,420,500,4.842,46.114,0.516,0.042,0.48310231220553324,3.194,3.116,3.14,0.822,19800,10,96
3049956,[2PACK]올 데이 에어리 선크림 50ml,클레어스,C_potential,394,76,4.855263157894737,53.11842105263158,0.40789473684210525,0.0,0.4805970665948984,3.0921052631578947,3.0789473684210527,3.1052631578947367,0.9078947368421053,31900,18,98
2410719,레드 블레미쉬 수딩 업 선 50mL,닥터지,C_potential,311,98,4.918367346938775,41.47959183673469,0.3469387755102041,0.04081632653061224,0.47643915123370056,3.020408163265306,3.020408163265306,3.020408163265306,0.9693877551020408,16900,42,98
1901801,[유기자차]선뮤즈 모이스처 선크림 50ml (SPF50+/PA++++),비플레인,C_potential,260,82,4.865853658536586,45.84146341463415,0.43902439024390244,0.024390243902439025,0.4754775312135975,3.1219512195121952,3.073170731707317,3.097560975609756,0.8780487804878049,18200,30,98
1491184,셀러스 선 젤 플러스,라곰,C_potential,268,44,4.9772727272727275,48.11363636363637,0.45454545454545453,0.0,0.4663924154467855,3.0454545454545454,3.090909090909091,3.090909090909091,0.9090909090909091,21900,16,98
4672264,익모초 유브이 톤업 선크림 SPF50+/PA++++,어테이션,C_potential,217,47,4.9361702127659575,94.82978723404256,0.9361702127659575,0.02127659574468085,0.4521829465918347,3.021276595744681,3.0,3.0,0.8297872340425532,23700,36,98
